Var1,Freq
Action computing,3
system design,3
Car network,3
Service oriented computing,3
Functional analysis,3
Object oriented technology,3
Object oriented design,3
Internet of Things technology,3
Knowledge engineering,3
Social network,3
Spatial information,3
Computational Fluid Dynamics,3
Computed geometry,3
Signal analysis,3
Array signal processing,3
Color image processing,3
Queuing theory,3
Control System,3
Deep learning,3
Software defined network,3
Software design,3
Communication protocol,3
Creative thinking,3
Single chip system application,3
Single chip control,3
Single chip application,3
Pervasive computing,3
smart family,3
Optimization algorithm,3
Radio frequency identification,3
Wireless network application,3
Very large integrated circuit,3
Microprocessor control,3
Principle and application of microcomputer,3
Database system design,3
Database design,3
Database management system,3
Database application,3
Data processing,3
Information system development,3
Information Science and Engineering,3
Information network,3
Game programming,3
Power Electronics,3
Electronic motor engineering,3
Electronic Engineering - Computer Network,3
Computer software application,3
Computer game,3
Circuit science,3
Evolutionary calculation,3
Algorithm design,3
Network protocol,3
Network performance evaluation,3
Network exploration,3
Network optimization,3
VoIP,3
Voice signal processing,3
Writing Skills,3
Image/video processing,3
Video processing,3
Digital content,3
Digital learning technology,3
Digital logic,3
Digital logic design,3
Numerical Methods,3
Fuzzy system,3
Probability,3
Probability and statistics,3
Electromechanical integration,3
Robotics,3
Integrated circuit,3
Integrated circuit design,3
Free network,3
Analogous integrated circuit design,3
ASP,2
Computational Intelligence,2
Data Mining,2
Ios app development,2
Linux,2
VLSI architecture design,2
VLSI design automation,2
VLSI computer aided design,2
Web,2
XML,2
Introduction to artificial intelligence,2
Big Data,2
Big data analysis technology,2
Wavelet transform,2
industry,2
Industrial inspection,2
Chinese information processing,2
Interactive multimedia,2
analysis,2
Decentralized processing,2
Decentralized operation,2
Decentralized algorithm,2
Antenna design,2
Agent software engineering,2
Parallel distributed system,2
Parallel programming,2
Parallel compiler,2
Biomedical signal processing,2
Optoelectronic component,2
Optical network,2
Optical network,2
Geographic information system,2
Multimedia content analysis,2
Multimedia security and protection,2
Multimedia computing,2
Multimedia programming,2
Multimedia data compression,2
Multimedia information security,2
Introduction to long-term care for the elderly,2
Self-stabilizing system,2
Automatic optical inspection,2
Automatic reasoning,2
natural language,2
Estimation theory,2
Bit-based service,2
System engineering,2
System analysis design,2
Systems biology,2
System construction,2
System software,2
System single chip,2
System programming,2
System simulation,2
System simulation and analysis,2
Nano raw materials,2
Positioning navigation,2
Service oriented architecture,2
Object orientation,2
Internet of Things application,2
Knowledge base system,2
Social network,2
Social network analysis,2
Flexible computing,2
Science and technology law,2
English grammar,2
English writing,2
Computing science,2
Computing wisdom,2
computer,2
Computer architecture,2
computer science,2
Computer organization and structure,2
Computer processing,2
Computer programming,2
Personal mobile communication,2
Personal communication service,2
Home network,2
Fault tolerant computer system,2
RF integrated circuit design,2
Spread spectrum communication,2
Performance analysis,2
Time series analysis,2
Grid operation,2
Watermark,2
Partial Differential Equations,2
Business intelligence,2
Recommended system,2
Agile method,2
Combination optimization,2
Combined language,2
statistics,2
Statistical Analysis,2
statistics,2
Soft and hard design,2
Software quality management,2
Software process improvement,2
Software project management,2
Software development,2
Communication protocol design,2
Single chip system design,2
Single chip design,2
Single chip microcomputer,2
Embedded operating system,2
Embedded System Design and Application,2
Embedded system integration,2
General physics,2
Pervasive computing,2
Smart system,2
Smart robot,2
Smart computing,2
Optimization problem,2
Wireless mobile communication,2
Wireless communication,2
Wireless communication system,2
Hardware design,2
Program language design,2
Program language logic,2
Video analysis,2
Video analysis and communication,2
Video coding,2
Visual password,2
Visual cryptography,2
visual design,2
Quantum password,2
Quantum cryptography,2
Cloud system development,2
Microwave communication system,2
microprocessor,2
Microprocessor system design,2
Microprocessor design and application,2
Microelectronics,2
Microcomputer control,2
Sensor,2
Brain machine interface,2
Database preference query,2
Database theory,2
Data exploration,2
Information Engineering - Computer Architecture,2
Information security management,2
Information system design,2
Information Technology,2
IT management,2
Information theory,2
Information visualization,2
Information management system,2
Capital security,2
game design,2
electronic,2
Electronic engineering,2
Electronic design automation,2
Electronic Motor Engineering - Automatic Control,2
Telecommunications network,2
Computer science,2
Computer cryptography,2
Computer software and hardware practice,2
Computer communication,2
Computer program and statistical analysis,2
Computer vision and image processing,2
Computer network technology,2
Computer network communication,2
Computer aided design,2
Computer simulation,2
Computer graphics and animation,2
Computer graphics,2
Circuit design,2
Electromagnetism,2
Motor,2
motor control,2
Pattern recognition,2
Graph theory algorithm,2
Graph theory and combination optimization,2
Graph algorithm,2
Algorithm Analysis and Design,2
Website design,2
Network QoS,2
Network multimedia application,2
Network security management,2
Internet marketing,2
Network system,2
Internet service,2
Network performance analysis,2
Network planning management,2
Network planning and management,2
Network information system,2
Network management and application,2
Internet database application,2
Internet Protocol,2
Internet programming,2
Internet phone,2
Distance teaching,2
Image/video compression,2
Image and speech processing,2
Image coding,2
Digital humanities,2
Digital multimedia,2
Digital marketing,2
Digital watermarking technology,2
Digital information transmission,2
Digital TV,2
Digital television system,2
Digital learning system,2
Mathematics Education,2
Pattern recognition,2
Fuzzy control,2
Line communication,2
Compiler design,2
Satellite communication,2
Adaptive signal processing,2
robot,2
Integrated circuit design automation,2
Genetic algorithm,2
Random algorithm,2
Storage system,2
Applied cryptography,2
Game theory,2
Cluster computing,2
Medical information,2
Medical image processing,2
Logical synthesis and optimization,2
2D/3D assisted drawing,1
2D animation,1
2nd Life,1
3D,1
3D stereo technology,1
3D stereo image,1
3D surface shadowing,1
3D animation,1
3D virtual world,1
3D virtual reality,1
3D game engine design,1
3D game design,1
3D computer animation,1
3D computer vision and graphic recognition,1
3D graphics application,1
3D model retrieval,1
5G/4G/LTE/LTE-A mobile communication network,1
5G and SDN+IoT+Big Data analytics,1
"AdHoc network, etc.",1
Android phone,1
Android programming,1
Android app,1
APP development,1
APP mobile programming,1
APP design integrated circuit,1
APP program,1
App programming,1
ASIC/FPGA design,1
C,1
C++ programming language,1
CAD/CAM,1
CAD design,1
CAI,1
CCNA,1
CIS planning design,1
CMMI,1
Computer Algorithms,1
Computer Architectures,1
CPLD/FPGA,1
CPLD digital circuit design,1
CRM,1
Data Analytics,1
DATA ENGINEERING,1
DNA biometrics,1
DSP,1
DSP-Based application,1
DSP practice application,1
DSP application,1
Easy Language,1
ECG and gait signal analysis,1
ERP/ERPII,1
ERP project management,1
E-learning,1
FPGA,1
FPGA design,1
FPGA design practice,1
FPGA chip design,1
GIS programming,1
GPGPU,1
Microwave radio frequency such as GPRS and CDMA2000,1
GPS,1
GPS global satellite positioning,1
GPU parallel computing,1
GPU computing,1
Graph Theory,1
Grouped Photon Mapping,1
High-speed networks,1
HTML cross-platform programming,1
Use of ICT technology,1
IC card security,1
IC design,1
IC design,1
IC chip design,1
IoT communication sensing technology,1
IoT development,1
IP,1
IPTV,1
IPV6,1
Java,1
Java mobile programming,1
JAVA technology,1
JAVA programming,1
JAVA program application practice,1
Linux system,1
Linux operating system,1
Linux operating system practice,1
Linux programming,1
Linux window software design,1
Linux management practice,1
LoRa,1
Low Power system,1
Machine Learning,1
MEMS small microwave components,1
MIMO technology,1
Mobile Multimedia Networks,1
Moodle system,1
MPEG audio coding,1
RM and mobile phone RMA,1
NET database programming,1
NET web programming,1
NFC/RFID applications,1
NoSQL distributed database,1
NPR animation synthesis,1
Office software,1
"Operation System, etc.",1
OS core,1
P2P,1
P2P system,1
P2P network,1
Parallel Program,1
Peer-to-peer systems,1
PZP network architecture,1
RFID/embedded system,1
RFID security,1
RFID technology application,1
RFID system,1
RFID location tracking,1
"RFID, etc.",1
Introduction to RFID,1
RFID application,1
Scripting programming language,1
SDN technology,1
SEARCH ENGINE,1
SOA,1
SOC,1
SOC/ESL design,1
SoC integrates applications across sound areas,1
SoC design,1
SOC software design,1
SOC embedded system design,1
SOPC system design,1
Swift,1
TCP,1
TCP/IP network protocol,1
Text Classification,1
UML system analysis and design,1
Unix,1
"Unix, Internet, application software",1
UNIX operating system,1
Unix system management,1
Verilog programming,1
VIOP,1
Visual C++ programming,1
VLSI Testing,1
VLSI-EDA,1
VLSI chip design,1
VLSI algorithm design,1
Vmware operation and planning,1
VoIP,1
WDM optical network,1
WDM optical network,1
WDM network,1
Web 2.0,1
Web technology,1
Web3D,1
Web artificial intelligence and huge data technology,1
Web technology software engineering,1
Web system design,1
Web data exploration,1
WiFi wireless network,1
Wi-Fi application,1
WINDOWS NT Network Operating System,1
Wins core program development design,1
Wireless Communication,1
Wireless Networks,1
WWW,1
WWW technology,1
XML Web Programming,1
XML technology and applications,1
General surgery,1
Human Resources,1
Human resource development,1
human resource Management,1
Artificial intelligence - including neural networks,1
The application of artificial intelligence in education,1
Artificial intelligence technology application,1
Artificial intelligence financial transaction system,1
Artificial intelligence control,1
Artificial intelligence education application,1
Artificial intelligence robot,1
Artificial intelligence application,1
Interpersonal communication,1
Human-Computer Interaction (HCI),1
Human-computer interaction and amplification,1
Human-computer interaction technology,1
Human-computer interaction design,1
Human-machine interface system integration,1
Intrusion detection,1
Three-dimensional model reconstruction,1
Three-dimensional measurement and reconstruction,1
Three-dimensional integrated circuit system design,1
Next generation internet,1
Spoken language processing,1
Interpretation,1
Big one national language,1
Atmospheric physics,1
Atmospheric physics,1
Atmospheric telemetry,1
Atmospheric radiation,1
Big data system and analysis technology,1
Wavelet theory,1
Wavelet transform and application,1
Cerebellar model controller,1
work process,1
Engineering technology,1
Engineering education,1
Industrial safety,1
Industrial automation application,1
Industrial education,1
industrial design,1
Industrial electronics,1
Indefinite reasoning,1
inequality,1
Uninterruptible power system,1
Chinese,1
Chinese Digital Content Collection,1
Chinese reading and appreciation,1
Chinese literature,1
Chinese literature appreciation,1
Chinese history,1
Secondary school mathematics education,1
The Constitution of the Republic of China and the spirit of the founding of the country,1
Chinese medicine auxiliary diagnosis,1
Cloud computing,1
Interactive multimedia design,1
Interactive multimedia application,1
Interactive decentralized system simulation,1
Interactive multimedia and games,1
Interactive entertainment system,1
Interactive micro control application,1
Interactive website design,1
Interactive digital video,1
Interactive media technology,1
Interconnect network,1
Internet optimization,1
Interface application,1
Content Center Network (CCN),1
Connotative image retrieval,1
Embedded system,1
Citizen environmental education,1
Public key,1
Public Key Infrastructure (PKI),1
Public key cryptosystem,1
Public health policy computer simulation complex network analysis,1
Molecular calculation,1
Distributed processing,1
Analysis and its application to smart phones,1
Split-wave multiplex network,1
Decentralized and parallel systems,1
Decentralized multimedia system,1
Decentralized multimedia network technology,1
Decentralized system Distributed,1
Decentralized calculation theory,1
Decentralized programming language,1
Decentralized database,1
Decentralized simulation system,1
Decentralized system,1
Group computer,1
Grouping,1
Classification algorithm,1
Compound,1
Antenna engineering,1
Space science,1
Solar photovoltaic system,1
The Sun can generate system,1
Solar battery,1
Cardiac medicine,1
Handheld mobile device application system development,1
Handheld device applications and trends,1
Handheld device multimedia system,1
Handheld wearable device motion calculation,1
Handheld embedded system,1
Handheld device,1
Getting started with handheld devices,1
Handheld device application system design,1
Phone Repair,1
Cultural anthropology,1
Cultural creative design,1
Text sentiment analysis and opinion exploration,1
Document/data exploration,1
Document analysis and processing,1
Document classification,1
Document exploration,1
Document summary,1
Character emotion recognition,1
Text recognition technology,1
Document processing,1
Literary criticism,1
Document exploration,1
Edema,1
Agent system,1
Agent network software,1
Agent technology,1
Algebra and statistical analysis,1
Accelerator physics,1
semiconductor,1
Semiconductor component physics,1
Semiconductor optics,1
Semiconductor technology,1
Semiconductor physics,1
Semiconductor device control,1
Semiconductor laser physics,1
Semiconductor process network monitoring,1
Semiconductor process and component simulation,1
Semiconductor simulation,1
Classical novel,1
Classics,1
Classical guitar playing,1
Classical music appreciation,1
Syntax,1
Recombinable calculation,1
Reconfigurable system design,1
Reconfigurable system prototype,1
Reconfigurable computing system architecture,1
Programmable circuit design,1
Programmable ª¿ ? design,1
Adjustable system,1
Adaptive signal processing,1
Reliability analysis,1
Portable physiological monitoring system,1
Portable product planning,1
Portable embedded system,1
Portable medical electronic instrument,1
Portable wearable device sensing application,1
Taiwan history,1
Taiwan common language,1
Taiwan religion and belief,1
Taiwan society and culture,1
Taiwan climate variation,1
Heterodyne interference technique,1
Huge amount of data analysis and application,1
Huge amount of data calculation,1
Massive data algorithm,1
Huge data management,1
Huge amount of data and community computing,1
Parallel distributed calculation,1
Parallel dispersion system,1
Parallel and decentralized systems,1
Parallel and decentralized calculation,1
Parallel system,1
Parallel theory,1
Parallel processing of image processing,1
Parallel and decentralized calculation,1
Parallel cum fault tolerance,1
Parallel algorithm,1
Parallel and decentralized processing (MPI/OPENMP/CUDA),1
Parallel and decentralized calculations for high performance calculations,1
Parallel compilation,1
Flat panel display,1
Flat panel display design and development,1
Children's national sound,1
Native language processing,1
Formalization analysis,1
Formal method,1
Formal verification,1
Democracy and constitutional development,1
Health psychological measurement and crowdsourcing,1
Biochemistry,1
Biological literature exploration,1
Biometric,1
Biometric identification,1
Biological heuristic calculation,1
organism count,1
Biological pathway exploration,1
Biochip and semiconductor components,1
Intelligent optimization algorithm of biological information and its application,1
Bioinformatics analysis,1
Bioinformatics system management,1
Bioinformatics,1
Bioinformatics application,1
Biological and financial computing,1
Biometric technology development,1
Biomedical and information management,1
Life chemistry,1
Career planning,1
Physiological signal processing,1
Production schedule,1
Production management,1
Production and operation management,1
Health doctor,1
Biomedical text exploration,1
Biomedical signal and image processing,1
Biomedical signal multivariate analysis,1
Biomedical information,1
Biomedical information exploration,1
Biomedical image,1
Biomedical image analysis,1
Biomedical image processing,1
Biomedical ion sensor,1
Field investigation,1
Stereo video,1
Stereo vision,1
Switched power supply design,1
Symphony Orchestra and Digital Applications,1
Planning book writing,1
Business ethics and management,1
Business intelligence,1
Corporate information network,1
Enterprise resource planning,1
Enterprise Resource Planning (ERP),1
Electronic enterprise,1
Enterprise network planning,1
Enterprise Guided 3D Product Model Industrial Design,1
Enterprise application software,1
Optical switch design,1
Lightwave division multiplexing network,1
Optical access network,1
Optical communication,1
Optical communication component design,1
Optical communication and coding technology,1
Optoelectronics,1
Photoelectric engineering,1
Photoelectric system,1
Photoelectric system development,1
Photoelectric communication,1
Photoelectric detection,1
Optical signal processing,1
Fiber optic agreement,1
Optical fiber communication (network) technology,1
Optical fiber communication microcomputer application,1
Optical network communication system,1
Optical logic gate,1
Full Text Search,1
Fully polarized synthetic aperture radar,1
Confocal microtomography,1
Criminal procedure law,1
Synchronous multimedia,1
Peer network,1
Peer system,1
Homogene operation,1
Peer network system,1
Regional development management,1
Geophysics,1
Earth Science,1
Multiplexed fiber network,1
Multiculturalism,1
Multi-objective optimization,1
Multi-objective optimization and application,1
Multiple access network,1
Multi-core synchronization,1
Multi-core real-time scheduling algorithm,1
Multi-core computing architecture,1
Multiple thread architecture,1
Multiprocessor parallel architecture,1
Multiprocessor routing,1
"Multimedia, human factors engineering, information security",1
Multimedia human-computer interaction system,1
Multimedia interactive device research and development,1
Multimedia content analysis and retrieval,1
Multimedia content retrieval analysis,1
Multimedia and computer graphics chip system design,1
Multimedia huge data analysis,1
Multimedia platform application,1
Principles and techniques of multimedia synthesis and retrieval,1
Multimedia security technology,1
Multimedia streaming,1
Multimedia streaming application,1
Multimedia technology and application,1
Multimedia system computer network,1
Multimedia system communication,1
Multimedia system and security,1
Multimedia system and music synthesis,1
Multimedia signal analysis,1
Multimedia exploration,1
Multimedia processing and streaming technology,1
Multimedia communication system,1
Multimedia communication security,1
Multimedia development system,1
Multimedia data protection,1
Multimedia database system,1
Multimedia data processing,1
Multimedia communication,1
Multimedia Information Analysis Processing and Application Design,1
Multimedia game design,1
Multimedia implementation,1
"Multimedia web design, object oriented program, internet",1
Multimedia website,1
Multimedia network,1
Multimedia network system,1
Multimedia network application system,1
Multimedia production,1
Multimedia production and application,1
Multimedia distance teaching,1
Multimedia video streaming,1
Multimedia image processing,1
Multimedia video editing production,1
Multimedia digital content design,1
Multimedia data analysis and streaming,1
Multimedia integration,1
Multimedia integration application,1
Multimedia compression,1
Multimedia application design,1
Multimedia retrieval technology,1
Multi-layer network design,1
Multimodal visual data analysis,1
Multi-robot control,1
Multi-point hopping wireless network,1
Multivariate data analysis,1
Inventory management,1
Safety Engineering,1
Secure information system,1
Safety critical calculation,1
Finite model theory,1
Wired/wireless network,1
Cable TV,1
Grey system,1
Free software,1
Self-constructed fuzzy neural network,1
Automated application oriented integrated circuit design,1
Automatic Control System,1
Automatic reasoning and model construction,1
Automatic inference,1
Automatic speech recognition,1
Automata theory,1
Automatic Identification,1
Natural science,1
Introduction to Natural Science and Technology,1
Natural science and environmental education,1
Introduction to Natural Language Processing Technology and Tools,1
Natural language and speech processing,1
Autoimmune renal glomerulonephritis,1
Color science,1
Driving communication system,1
Administration,1
Action App,1
Action Apps Development,1
Mobile agent,1
Action positioning,1
Mobile computing and networking,1
Mobile computing and wireless networks,1
Mobile business,1
Mobile terminal application,1
Mobile software,1
Mobile software development,1
Mobile communication,1
Mobile communication system,1
Mobile communication technology,1
Mobile communication network integration application,1
Mobile communication and system,1
Mobile Communications and Cloud Services,1
Mobile embedded system,1
Mobile wireless sensing network,1
Mobile Device App Research and Development,1
Mobile device interaction system design,1
Mobile device development,1
Mobile device application,1
Action data exploration,1
mobile phone,1
Mobile network design and analysis,1
Mobile web application,1
Mobile Internet Technology and Applications,1
Action and decentralized computing,1
Action and pervasive computing,1
Action learning,1
Action guide,1
Mobile network,1
Mobile application,1
Mobile application platform,1
Action application ubiquitous computing,1
Mobile application design,1
Marketing strategy information system,1
Western literature,1
Western music history,1
Streaming data management,1
Estimation and detection theory,1
Servo motor control,1
Server operating system management,1
Server setup and management,1
Server management,1
Bit system test,1
Low power,1
Low power system,1
Low power system design,1
Low power embedded system,1
Low power super large integrated circuit design,1
Operating system design and production,1
Operating system practice,1
Introduction to operating systems,1
Homework research,1
Refrigerated air conditioner,1
Signal processing for hearing aids and artificial electronic ear,1
Instant software system design,1
Instant embedded system,1
Instant monitoring system,1
Instant network simulation,1
Song Ci,1
Formal verification,1
Voluntary calculation,1
Flash memory,1
Flash memory storage system,1
Fast algorithm,1
Fast algorithm design,1
Fast algorithm development,1
Technical counseling,1
Decision support,1
Decision support system,1
Decision support system data exploration artificial intelligence expert system programming,1
Decision science,1
Decision wisdom,1
System analysis planning,1
System reliability analysis,1
system security,1
System performance analysis,1
System performance evaluation,1
System theory and digital content,1
System planning management,1
System design analysis,1
System chip electronic system design method,1
System optimization,1
System development and programming,1
System management practice,1
System and chaotic circuit simulation,1
System and network security,1
System and network management,1
System integration plan,1
System Optimization,1
role conception,1
Bayesian analysis,1
football,1
Identity certification,1
In-vehicle wireless communication,1
Car mobile network,1
Vehicle communication,1
Vehicle information system,1
Vehicle-based communication application and design,1
Car image processing,1
Vehicle routing,1
Vehicle network,1
Car networking,1
Disaster prevention information system,1
Parallel Computing,1
User man-machine interface,1
user interface,1
User Experience Design (UXD),1
Exception processing design,1
Supply Chain Management,1
Children's literature,1
Collaborative calculation,1
Convolutional neural network,1
Fixed point,1
Singular disturbance system,1
Nano-optical components,1
Nanomaterial,1
Nano power generation component,1
Nano precision positioning control,1
Positioning Technology,1
Service quality assurance,1
Service calculation,1
Service oriented engineering,1
Service oriented system,1
Service oriented computing,1
Fashion Design,1
Urology,1
Wave mechanics,1
Wave motion,1
Object design,1
Object-oriented design,1
Object guiding system,1
Object oriented calculation,1
Object oriented software,1
Object oriented programming language,1
Material management,1
Physical Chemistry,1
"Physical system simulation, etc.",1
Physical application,1
Internet of Things technology application,1
Internet of Things Communication Platform,1
Internet of Things transmission reliability,1
Introduction to the Internet of Things,1
IoT routing,1
Internet of Things and cloud applications,1
Internet of Things and Big Data Analysis,1
Internet of Things and Sensing Network,1
Internet of Things Application System,1
Knowledge and data engineering,1
Knowledge representation,1
Knowledge discovery,1
Knowledge management system,1
Knowledge and experience transfer technology,1
Social computing,1
Social networking site,1
social service,1
Social computing,1
Social network analysis,1
Community exploration,1
Social media data analysis,1
Social network,1
Empty shot lens,1
Spatial query,1
Error correcting code,1
Stock market volatility forecast,1
Surface parameterization and operation,1
Approximate algorithm,1
Financial technology,1
Financial calculation,1
Long-term care,1
Access control system,1
Impedance control,1
Asynchronous circuit design automation,1
Non-photo realistic drawing,1
Nonlinear analysis,1
Nonlinear splicing,1
Nonlinear dynamic analysis,1
Nonlinear control,1
Nonlinear programming,1
Popular literature,1
Security monitoring system,1
information security,1
Information fusion,1
Signal/image processing,1
Signal analysis,1
Signal processing information engineering,1
Signal and circuit design,1
Signal and image processing,1
Prospective vision application,1
Quality Assurance,1
Quality management,1
Type identification,1
Type imaging,1
Customer service,1
Indoor Positioning,1
Indoor positioning application,1
Indoor wiring,1
Packet classification,1
Packet classification intrusion detection,1
Architectural humanities and art,1
Acute and chronic renal failure,1
Fingerprint identification,1
Political development research,1
politics,1
Story creation,1
Pai Cui network model and performance analysis,1
Epidemiology,1
Process and cloud computing,1
Research method,1
Technology policy,1
scientific English,1
Technology ethics,1
Technology industry analysis,1
Introduction to Science and Technology,1
Technology management,1
Technology integration teaching,1
Overview of the History of Science,1
Scientific vision,1
Scientific visualization,1
Scientific imaging,1
Wearable computing,1
History of art education,1
English,1
English grammar and reading,1
English phonetic symbols and pronunciation,1
English writing teaching,1
English reading,1
English reading teaching,1
English listening,1
Listening to English,1
Anglo-American,1
Anglo-American cultural studies,1
English and American Literature,1
English teaching technology,1
English conversation,1
English translation,1
Project management,1
Measurement and statistical methods,1
Computational molecular biology,1
Computational immunology,1
Computing system biology,1
Computing physics,1
Computational wisdom,1
Computing aesthetics,1
Computational proteomics,1
Computational geometry,1
Computational intelligence and flexible computing applications,1
Computational cognitive process,1
Computing linguistics,1
Computational theory,1
computer engineering,1
Computer security,1
Computer Architecture,1
Computer system simulation,1
Computer performance evaluation and optimization,1
Computer software and hardware applications,1
Computer hardware design,1
Computer program,1
Computer structure fault tolerant computing communication system,1
Introduction to Computer and Programming,1
Computer arithmetic circuit,1
Computer Arithmetic Circuit Architecture and Design,1
Computer Arithmetic and VLSI Design,1
Computer network and distributed system,1
Computer and software engineering,1
Computer and network security,1
Computer aided verification,1
Introduction to Computer,1
Load distribution algorithm,1
Load balancing,1
Reforming,1
Audio and imaging system design,1
Audio information retrieval,1
Music analysis and retrieval,1
Music Appreciation,1
Music signal processing,1
Music processing,1
Music information capture,1
Audio signal processing,1
Phonology,1
Flying robot and drone design,1
Personal communication,1
Personal communication system,1
Personal communication service network,1
Personal communication network,1
Personal data protection,1
Waiting theory,1
Philosophy and life,1
Tang poetry,1
Software application,1
Home network,1
Home monitoring system application,1
Fault tolerant system,1
Fault-tolerant system architecture design,1
Fault tolerant processing,1
Fault tolerance mechanism,1
RF frequency synthesizer,1
Interesting learning and ubiquitous learning,1
Benefit evaluation,1
Effectiveness assessment,1
Spatio-temporal data exploration,1
Time delay control,1
Nuclear magnetic resonance image and spectrum,1
Nuclear medicine,1
Nuclear medicine brain neurography,1
Grid computing,1
Grid and cluster system,1
Climate change,1
Watermarking technology,1
Maritime Information Technology and Management,1
Ocean engineering,1
Marine pollution spread,1
Marine disasters and protection,1
Marine science,1
Ocean dynamics,1
Consumer electronics,1
Consumer electronics,1
Consumer Behavior,1
Ukulele playing,1
Class management,1
Vacuum technology and semiconductor equipment,1
Matrix calculation,1
Neurocognitive brain-computer interface,1
Texture analysis,1
Energy-aware mobile computing and networking,1
Aviation engineering,1
Grass dyeing creation,1
Message theory,1
Source and channel integration,1
Signal/video processing,1
Signal/image processing,1
Signal detection and estimation,1
Signal design,1
Signal and system,1
Signal and image processing,1
Memory,1
Memory system design,1
Memory program management,1
Financial calculation,1
Financial Management,1
Property law,1
Annealing neural network,1
Reverse Engineering,1
Motor and robot arm control,1
Highly available future network,1
High performance computing,1
High-tech industry analysis,1
High performance low power multi-core system,1
High performance computer structure,1
High performance computing,1
High energy physics,1
High dynamic range image processing,1
High-speed USB interface design,1
High speed switch and router,1
High speed computer communication,1
High speed computer,1
Advanced digital signal processing,1
High resolution TV design,1
High frequency communication,1
High frequency transmission line design,1
HF radar observation,1
High frequency electronic assembly technology,1
High frequency circuit design,1
High frequency electromagnetic simulation software practice,1
Health and leisure management,1
Animation post system,1
